"party","vote_text","dem_majority","gop_majority","partisan_vote_type","vote_type_other"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","N","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"D","Absent","Y","Y","Other","Absent"
"D","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"D","Absent","N","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"D","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"D","Absent","Y","Y","Other","Absent"
"D","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"D","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","N","Y","Other","Absent"
"D","Absent","Y","Y","Other","Absent"
"D","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"D","Absent","Y","Y","Other","Absent"
"D","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"D","Absent","Y","Y","Other","Absent"
"D","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","NV","Y","N","Other","No Vote"
"D","NV","Y","N","Other","No Vote"
"R","NV","Y","N","Other","No Vote"
"R","NV","Y","N","Other","No Vote"
"R","NV","Y","N","Other","No Vote"
"R","NV","Y","N","Other","No Vote"
"R","NV","Y","N","Other","No Vote"
"R","Absent","N","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","N","Y","Other","Absent"
"R","NV","Y","Y","Other","No Vote"
"D","NV","Y","Y","Other","No Vote"
"R","NV","Y","Y","Other","No Vote"
"D","NV","Y","Y","Other","No Vote"
"D","NV","Y","Y","Other","No Vote"
"R","NV","Y","Y","Other","No Vote"
"R","NV","Y","Y","Other","No Vote"
"D","NV","Y","Y","Other","No Vote"
"R","NV","Y","Y","Other","No Vote"
"R","NV","Y","Y","Other","No Vote"
"D","NV","Y","Y","Other","No Vote"
"D","NV","Y","Y","Other","No Vote"
"R","NV","Y","Y","Other","No Vote"
"R","NV","Y","Y","Other","No Vote"
"R","NV","Y","Y","Other","No Vote"
"R","NV","Y","Y","Other","No Vote"
"R","NV","Y","N","Other","No Vote"
"D","NV","Y","N","Other","No Vote"
"D","NV","Y","N","Other","No Vote"
"R","NV","Y","N","Other","No Vote"
"R","NV","Y","N","Other","No Vote"
"R","NV","Y","N","Other","No Vote"
"R","NV","Y","N","Other","No Vote"
"D","NV","Y","N","Other","No Vote"
"D","NV","Y","N","Other","No Vote"
"R","NV","Y","N","Other","No Vote"
"R","NV","Y","N","Other","No Vote"
"R","NV","Y","N","Other","No Vote"
"R","NV","Y","N","Other","No Vote"
"D","NV","Y","N","Other","No Vote"
"D","NV","Y","N","Other","No Vote"
"R","NV","Y","N","Other","No Vote"
"R","NV","Y","N","Other","No Vote"
"R","NV","Y","N","Other","No Vote"
"R","NV","Y","N","Other","No Vote"
"D","NV","Y","N","Other","No Vote"
"D","NV","Y","N","Other","No Vote"
"R","NV","Y","N","Other","No Vote"
"R","NV","Y","N","Other","No Vote"
"R","NV","Y","N","Other","No Vote"
"R","NV","Y","N","Other","No Vote"
"D","NV","Y","N","Other","No Vote"
"D","NV","Y","N","Other","No Vote"
"R","NV","Y","N","Other","No Vote"
"R","NV","Y","N","Other","No Vote"
"R","NV","Y","N","Other","No Vote"
"R","NV","Y","N","Other","No Vote"
"D","NV","Y","N","Other","No Vote"
"D","NV","Y","N","Other","No Vote"
"R","NV","Y","N","Other","No Vote"
"R","NV","Y","N","Other","No Vote"
"R","NV","Y","N","Other","No Vote"
"R","NV","Y","N","Other","No Vote"
"D","NV","Y","N","Other","No Vote"
"D","NV","Y","N","Other","No Vote"
"R","NV","Y","N","Other","No Vote"
"R","NV","Y","N","Other","No Vote"
"R","NV","Y","N","Other","No Vote"
"R","NV","N","Y","Other","No Vote"
"D","NV","N","Y","Other","No Vote"
"R","NV","N","Y","Other","No Vote"
"D","NV","N","Y","Other","No Vote"
"R","NV","N","Y","Other","No Vote"
"R","NV","N","Y","Other","No Vote"
"R","NV","N","Y","Other","No Vote"
"R","NV","N","Y","Other","No Vote"
"R","NV","N","Y","Other","No Vote"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"D","Yea","Equal","Y","Other","Same Party Split"
"D","Nay","Equal","Y","Other","Same Party Split"
"D","Yea","Equal","Y","Other","Same Party Split"
"D","Nay","Equal","Y","Other","Same Party Split"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","N","Y","Other","Absent"
"R","NV","Y","Y","Other","No Vote"
"D","NV","Y","Y","Other","No Vote"
"R","NV","Y","Y","Other","No Vote"
"D","NV","Y","Y","Other","No Vote"
"D","NV","Y","Y","Other","No Vote"
"R","NV","Y","Y","Other","No Vote"
"R","NV","Y","Y","Other","No Vote"
"D","NV","Y","Y","Other","No Vote"
"R","NV","Y","Y","Other","No Vote"
"R","NV","Y","Y","Other","No Vote"
"D","NV","Y","Y","Other","No Vote"
"D","NV","Y","Y","Other","No Vote"
"R","NV","Y","Y","Other","No Vote"
"R","NV","Y","Y","Other","No Vote"
"R","NV","Y","Y","Other","No Vote"
"R","NV","Y","Y","Other","No Vote"
"R","NV","Y","Y","Other","No Vote"
"R","NV","Y","Y","Other","No Vote"
"R","NV","Y","Y","Other","No Vote"
"D","NV","Y","Y","Other","No Vote"
"R","NV","Y","Y","Other","No Vote"
"D","NV","Y","Y","Other","No Vote"
"R","NV","Y","Y","Other","No Vote"
"R","NV","Y","Y","Other","No Vote"
"R","NV","Y","Y","Other","No Vote"
"D","NV","Y","Y","Other","No Vote"
"D","NV","Y","Y","Other","No Vote"
"R","NV","Y","Y","Other","No Vote"
"R","NV","Y","Y","Other","No Vote"
"D","NV","Y","Y","Other","No Vote"
"R","NV","Y","Y","Other","No Vote"
"D","NV","Y","Y","Other","No Vote"
"R","NV","Y","Y","Other","No Vote"
"R","NV","Y","Y","Other","No Vote"
"D","NV","Y","Y","Other","No Vote"
"R","NV","Y","Y","Other","No Vote"
"R","NV","Y","Y","Other","No Vote"
"D","NV","Y","Y","Other","No Vote"
"R","NV","Y","Y","Other","No Vote"
"R","NV","Y","Y","Other","No Vote"
"R","NV","Y","Y","Other","No Vote"
"R","NV","Y","Y","Other","No Vote"
"R","NV","Y","Y","Other","No Vote"
"D","NV","Y","Y","Other","No Vote"
"R","NV","Y","Y","Other","No Vote"
"D","NV","Y","Y","Other","No Vote"
"D","NV","Y","Y","Other","No Vote"
"R","NV","Y","Y","Other","No Vote"
"R","NV","Y","Y","Other","No Vote"
"R","NV","Y","Y","Other","No Vote"
"D","NV","Y","Y","Other","No Vote"
"R","NV","Y","Y","Other","No Vote"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"D","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","NV","Y","Y","Other","No Vote"
"D","NV","Y","Y","Other","No Vote"
"R","NV","Y","Y","Other","No Vote"
"D","NV","Y","Y","Other","No Vote"
"R","NV","Y","Y","Other","No Vote"
"R","NV","Y","Y","Other","No Vote"
"R","NV","Y","Y","Other","No Vote"
"R","NV","Y","Y","Other","No Vote"
"D","NV","Y","Y","Other","No Vote"
"R","NV","Y","Y","Other","No Vote"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"D","Absent","Y","Y","Other","Absent"
"D","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","NV","N","Y","Other","No Vote"
"D","NV","N","Y","Other","No Vote"
"R","NV","N","Y","Other","No Vote"
"D","NV","N","Y","Other","No Vote"
"R","NV","N","Y","Other","No Vote"
"R","NV","N","Y","Other","No Vote"
"D","NV","N","Y","Other","No Vote"
"R","NV","N","Y","Other","No Vote"
"R","NV","N","Y","Other","No Vote"
"D","NV","N","Y","Other","No Vote"
"D","NV","N","Y","Other","No Vote"
"R","NV","N","Y","Other","No Vote"
"R","NV","N","Y","Other","No Vote"
"R","NV","N","Y","Other","No Vote"
"R","NV","N","Y","Other","No Vote"
"R","NV","N","Y","Other","No Vote"
"R","NV","N","Y","Other","No Vote"
"D","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","NV","Y","Y","Other","No Vote"
"D","NV","Y","Y","Other","No Vote"
"R","NV","Y","Y","Other","No Vote"
"D","NV","Y","Y","Other","No Vote"
"R","NV","Y","Y","Other","No Vote"
"D","NV","Y","Y","Other","No Vote"
"R","NV","Y","Y","Other","No Vote"
"R","NV","Y","Y","Other","No Vote"
"R","NV","Y","Y","Other","No Vote"
"D","NV","Y","Y","Other","No Vote"
"R","NV","Y","Y","Other","No Vote"
"R","Absent","Y","Y","Other","Absent"
"R","NV","Y","Y","Other","No Vote"
"D","NV","Y","Y","Other","No Vote"
"R","NV","Y","Y","Other","No Vote"
"D","NV","Y","Y","Other","No Vote"
"R","NV","Y","Y","Other","No Vote"
"R","NV","Y","Y","Other","No Vote"
"D","NV","Y","Y","Other","No Vote"
"R","NV","Y","Y","Other","No Vote"
"R","NV","Y","Y","Other","No Vote"
"D","NV","Y","Y","Other","No Vote"
"R","NV","Y","Y","Other","No Vote"
"R","NV","Y","Y","Other","No Vote"
"R","NV","Y","Y","Other","No Vote"
"R","NV","Y","Y","Other","No Vote"
"R","Absent","Y","Y","Other","Absent"
"R","NV","Y","Y","Other","No Vote"
"D","NV","Y","Y","Other","No Vote"
"R","NV","Y","Y","Other","No Vote"
"D","NV","Y","Y","Other","No Vote"
"R","NV","Y","Y","Other","No Vote"
"R","NV","Y","Y","Other","No Vote"
"R","NV","Y","Y","Other","No Vote"
"D","NV","Y","Y","Other","No Vote"
"R","NV","Y","Y","Other","No Vote"
"R","NV","Y","Y","Other","No Vote"
"R","Absent","Y","Y","Other","Absent"
"D","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"D","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","NV","Y","Y","Other","No Vote"
"D","NV","Y","Y","Other","No Vote"
"R","NV","Y","Y","Other","No Vote"
"D","NV","Y","Y","Other","No Vote"
"R","NV","Y","Y","Other","No Vote"
"R","NV","Y","Y","Other","No Vote"
"R","NV","Y","Y","Other","No Vote"
"D","NV","Y","Y","Other","No Vote"
"R","NV","Y","Y","Other","No Vote"
"R","NV","N","Y","Other","No Vote"
"D","NV","N","Y","Other","No Vote"
"R","NV","N","Y","Other","No Vote"
"D","NV","N","Y","Other","No Vote"
"R","NV","N","Y","Other","No Vote"
"R","NV","N","Y","Other","No Vote"
"R","NV","N","Y","Other","No Vote"
"D","NV","N","Y","Other","No Vote"
"R","NV","N","Y","Other","No Vote"
"R","NV","N","Y","Other","No Vote"
"D","NV","N","Y","Other","No Vote"
"R","NV","N","Y","Other","No Vote"
"D","NV","N","Y","Other","No Vote"
"R","NV","N","Y","Other","No Vote"
"R","NV","N","Y","Other","No Vote"
"R","NV","N","Y","Other","No Vote"
"D","NV","N","Y","Other","No Vote"
"R","NV","N","Y","Other","No Vote"
"D","Nay","Equal","Y","Other","Same Party Split"
"D","Nay","Equal","Y","Other","Same Party Split"
"D","Yea","Equal","Y","Other","Same Party Split"
"D","Yea","Equal","Y","Other","Same Party Split"
"D","Nay","Equal","Y","Other","Same Party Split"
"R","Absent","Equal","Y","Other","Absent"
"D","Yea","Equal","Y","Other","Same Party Split"
"R","NV","Y","Y","Other","No Vote"
"D","NV","Y","Y","Other","No Vote"
"R","NV","Y","Y","Other","No Vote"
"D","NV","Y","Y","Other","No Vote"
"R","NV","Y","Y","Other","No Vote"
"R","NV","Y","Y","Other","No Vote"
"R","NV","Y","Y","Other","No Vote"
"D","NV","Y","Y","Other","No Vote"
"R","NV","Y","Y","Other","No Vote"
"D","Yea","Equal","Y","Other","Same Party Split"
"D","Yea","Equal","Y","Other","Same Party Split"
"D","Nay","Equal","Y","Other","Same Party Split"
"D","Nay","Equal","Y","Other","Same Party Split"
"D","Absent","N","Y","Other","Absent"
"R","Absent","N","Y","Other","Absent"
"R","Absent","N","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"D","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"D","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"D","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"D","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"D","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"D","Absent","Y","Y","Other","Absent"
"D","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"D","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"D","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"D","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"D","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"D","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"D","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"D","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"D","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"D","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"D","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"D","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"D","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"D","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","N","Y","Other","Absent"
"R","Absent","N","Y","Other","Absent"
"R","Absent","N","Y","Other","Absent"
"D","Absent","N","Y","Other","Absent"
"R","Absent","N","Y","Other","Absent"
"R","Absent","N","Y","Other","Absent"
"D","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"D","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"D","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"D","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"D","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"D","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","N","Y","Other","Absent"
"D","Absent","N","Y","Other","Absent"
"R","Absent","N","Y","Other","Absent"
"D","Absent","N","Y","Other","Absent"
"R","Absent","N","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"D","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"D","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"D","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"D","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"D","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"D","Absent","Y","Y","Other","Absent"
"D","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"D","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"D","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"D","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"D","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"D","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"D","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","N","Y","Other","Absent"
"R","Absent","N","Y","Other","Absent"
"D","Absent","N","Y","Other","Absent"
"R","Absent","N","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"D","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"D","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
"R","Absent","Y","Y","Other","Absent"
